popul,TVnews,selfLR,ClinLR,DoleLR,PID,age,educ,income,vote,logpopul
12.0,0.0,4.0,2.0,5.0,2.0,20.0,3.0,15.0,0.0,2.4932054526026954
7300.0,7.0,4.0,2.0,4.0,4.0,63.0,6.0,15.0,1.0,8.895643325672793
0.0,0.0,4.0,1.0,5.0,4.0,53.0,3.0,15.0,1.0,-2.302585092994045
19.0,5.0,4.0,2.0,6.0,5.0,35.0,4.0,15.0,1.0,2.9496883350525844
470.0,3.0,4.0,4.0,7.0,0.0,39.0,3.0,15.0,0.0,6.152945438030085
4.0,3.0,3.0,5.0,3.0,4.0,48.0,3.0,15.0,1.0,1.410986973710262
640.0,4.0,6.0,2.0,5.0,4.0,62.0,3.0,15.0,1.0,6.461624414147958
640.0,2.0,4.0,2.0,3.0,1.0,30.0,5.0,15.0,0.0,6.461624414147958
200.0,7.0,7.0,1.0,4.0,6.0,26.0,6.0,15.0,1.0,5.298817241589688
0.0,7.0,3.0,2.0,4.0,5.0,74.0,6.0,15.0,1.0,-2.302585092994045
29.0,4.0,3.0,4.0,6.0,2.0,37.0,5.0,15.0,0.0,3.370738174177447
330.0,2.0,4.0,5.0,5.0,1.0,43.0,5.0,15.0,0.0,5.799395638859147
19.0,5.0,5.0,1.0,4.0,6.0,68.0,3.0,15.0,1.0,2.9496883350525844
1.0,7.0,5.0,3.0,4.0,5.0,73.0,5.0,15.0,1.0,0.0953101798043249
110.0,5.0,6.0,1.0,6.0,6.0,60.0,7.0,15.0,1.0,4.701389043728634
0.0,7.0,5.0,4.0,6.0,1.0,35.0,3.0,15.0,0.0,-2.302585092994045
350.0,4.0,3.0,4.0,6.0,0.0,29.0,6.0,15.0,0.0,5.85821882796062
2.0,5.0,3.0,3.0,5.0,1.0,25.0,6.0,15.0,0.0,0.7419373447293773
0.0,7.0,2.0,2.0,6.0,0.0,25.0,7.0,15.0,0.0,-2.302585092994045
7.0,4.0,2.0,4.0,5.0,0.0,70.0,6.0,15.0,0.0,1.9600947840472696
71.0,1.0,6.0,2.0,5.0,6.0,41.0,3.0,15.0,1.0,4.264087336809195
53.0,0.0,4.0,2.0,6.0,1.0,37.0,6.0,15.0,0.0,3.972176928247893
0.0,0.0,6.0,1.0,6.0,6.0,39.0,5.0,15.0,1.0,-2.302585092994045
2.0,6.0,3.0,4.0,6.0,0.0,35.0,4.0,15.0,0.0,0.7419373447293773
190.0,4.0,2.0,3.0,6.0,0.0,62.0,7.0,15.0,0.0,5.247550249494384
31.0,0.0,3.0,2.0,6.0,1.0,30.0,7.0,15.0,0.0,3.4372078191851885
16.0,7.0,4.0,2.0,6.0,0.0,74.0,4.0,15.0,0.0,2.778819271990417
22.0,7.0,3.0,3.0,4.0,5.0,47.0,3.0,15.0,0.0,3.095577608523707
3.0,4.0,4.0,5.0,3.0,1.0,43.0,6.0,15.0,0.0,1.1314021114911006
0.0,6.0,5.0,3.0,6.0,5.0,64.0,2.0,15.0,1.0,-2.302585092994045
0.0,7.0,4.0,3.0,5.0,2.0,75.0,4.0,15.0,1.0,-2.302585092994045
67.0,3.0,4.0,4.0,7.0,1.0,27.0,6.0,15.0,0.0,4.206184043977636
40.0,7.0,4.0,4.0,6.0,0.0,21.0,3.0,15.0,0.0,3.691376334312523
74.0,4.0,2.0,2.0,6.0,1.0,70.0,2.0,15.0,0.0,4.3054155323020415
3.0,6.0,5.0,2.0,6.0,5.0,67.0,3.0,15.0,1.0,1.1314021114911006
140.0,7.0,6.0,4.0,5.0,6.0,82.0,5.0,15.0,0.0,4.942356453342962
14.0,0.0,2.0,2.0,6.0,0.0,40.0,6.0,15.0,0.0,2.6461747973841225
110.0,0.0,5.0,3.0,6.0,5.0,26.0,4.0,15.0,1.0,4.701389043728634
35.0,3.0,4.0,3.0,5.0,1.0,29.0,6.0,15.0,0.0,3.55820113047182
0.0,1.0,4.0,5.0,6.0,2.0,28.0,6.0,15.0,0.0,-2.302585092994045
310.0,7.0,6.0,4.0,3.0,5.0,65.0,3.0,15.0,0.0,5.736894826106403
900.0,2.0,6.0,5.0,3.0,1.0,25.0,3.0,15.0,0.0,6.802505868263039
0.0,7.0,3.0,2.0,7.0,1.0,65.0,2.0,15.0,0.0,-2.302585092994045
11.0,4.0,6.0,2.0,6.0,5.0,38.0,5.0,15.0,1.0,2.4069451083182885
0.0,2.0,4.0,3.0,5.0,5.0,72.0,7.0,15.0,1.0,-2.302585092994045
270.0,7.0,3.0,2.0,7.0,1.0,67.0,3.0,15.0,0.0,5.59879226079857
51.0,7.0,3.0,1.0,7.0,0.0,74.0,3.0,15.0,0.0,3.933784497209659
11.0,5.0,2.0,4.0,4.0,2.0,71.0,6.0,15.0,0.0,2.4069451083182885
2.0,0.0,4.0,6.0,4.0,0.0,47.0,3.0,15.0,0.0,0.7419373447293773
20.0,7.0,5.0,4.0,6.0,1.0,69.0,1.0,15.0,0.0,3.0007198150650303
31.0,3.0,3.0,3.0,6.0,1.0,29.0,6.0,15.0,0.0,3.4372078191851885
2.0,0.0,6.0,2.0,5.0,6.0,34.0,3.0,15.0,1.0,0.7419373447293773
5.0,3.0,4.0,3.0,6.0,0.0,43.0,4.0,15.0,0.0,1.62924053973028
22.0,7.0,2.0,1.0,7.0,0.0,30.0,3.0,15.0,0.0,3.095577608523707
0.0,7.0,5.0,5.0,4.0,0.0,76.0,2.0,15.0,0.0,-2.302585092994045
27.0,0.0,2.0,4.0,6.0,1.0,26.0,5.0,16.0,0.0,3.299533727885655
7.0,7.0,4.0,3.0,6.0,2.0,76.0,5.0,16.0,0.0,1.9600947840472696
0.0,0.0,1.0,4.0,6.0,1.0,42.0,7.0,16.0,0.0,-2.302585092994045
0.0,4.0,3.0,1.0,4.0,5.0,33.0,3.0,16.0,1.0,-2.302585092994045
0.0,1.0,6.0,2.0,5.0,5.0,25.0,3.0,16.0,1.0,-2.302585092994045
2800.0,0.0,2.0,2.0,7.0,0.0,51.0,4.0,16.0,0.0,7.937410409811269
0.0,4.0,4.0,2.0,5.0,4.0,57.0,3.0,16.0,1.0,-2.302585092994045
22.0,1.0,6.0,1.0,5.0,6.0,21.0,4.0,16.0,1.0,3.095577608523707
9.0,7.0,5.0,1.0,4.0,5.0,79.0,7.0,16.0,1.0,2.2082744135228043
0.0,1.0,6.0,2.0,5.0,5.0,35.0,5.0,16.0,1.0,-2.302585092994045
9.0,5.0,4.0,2.0,5.0,4.0,57.0,6.0,16.0,1.0,2.2082744135228043
0.0,1.0,4.0,4.0,6.0,5.0,32.0,6.0,16.0,0.0,-2.302585092994045
37.0,5.0,4.0,5.0,5.0,2.0,51.0,6.0,16.0,0.0,3.6136169696133895
23.0,0.0,5.0,2.0,4.0,6.0,62.0,7.0,16.0,1.0,3.139832617527748
0.0,4.0,5.0,1.0,6.0,5.0,48.0,4.0,16.0,1.0,-2.302585092994045
0.0,7.0,7.0,1.0,6.0,6.0,39.0,3.0,16.0,1.0,-2.302585092994045
0.0,5.0,3.0,2.0,6.0,5.0,26.0,6.0,16.0,1.0,-2.302585092994045
40.0,0.0,4.0,2.0,4.0,1.0,38.0,3.0,16.0,1.0,3.691376334312523
0.0,5.0,3.0,3.0,4.0,0.0,50.0,4.0,16.0,0.0,-2.302585092994045
9.0,2.0,5.0,5.0,6.0,4.0,33.0,3.0,16.0,1.0,2.2082744135228043
15.0,5.0,4.0,3.0,6.0,2.0,36.0,3.0,16.0,0.0,2.714694743820879
640.0,5.0,4.0,4.0,6.0,0.0,24.0,6.0,16.0,0.0,6.461624414147958
0.0,4.0,3.0,2.0,6.0,0.0,25.0,5.0,16.0,0.0,-2.302585092994045
0.0,7.0,6.0,5.0,3.0,0.0,62.0,3.0,16.0,0.0,-2.302585092994045
0.0,2.0,4.0,3.0,3.0,6.0,33.0,3.0,16.0,1.0,-2.302585092994045
0.0,7.0,6.0,2.0,5.0,6.0,53.0,6.0,16.0,1.0,-2.302585092994045
22.0,7.0,6.0,2.0,5.0,6.0,68.0,6.0,16.0,1.0,3.095577608523707
22.0,7.0,5.0,4.0,6.0,1.0,68.0,3.0,16.0,0.0,3.095577608523707
10.0,1.0,6.0,1.0,5.0,5.0,38.0,3.0,16.0,1.0,2.312535423847214
29.0,1.0,4.0,5.0,3.0,0.0,58.0,1.0,16.0,0.0,3.370738174177447
170.0,7.0,4.0,2.0,6.0,5.0,34.0,6.0,16.0,1.0,5.136386499401816
4.0,2.0,4.0,3.0,4.0,1.0,58.0,2.0,16.0,0.0,1.410986973710262
11.0,0.0,3.0,4.0,7.0,1.0,35.0,5.0,16.0,0.0,2.4069451083182885
31.0,3.0,7.0,2.0,6.0,6.0,42.0,6.0,16.0,1.0,3.4372078191851885
0.0,7.0,4.0,4.0,6.0,0.0,54.0,3.0,16.0,0.0,-2.302585092994045
0.0,7.0,6.0,2.0,5.0,6.0,69.0,3.0,16.0,1.0,-2.302585092994045
360.0,2.0,4.0,6.0,5.0,0.0,35.0,4.0,16.0,0.0,5.88638177065483
0.0,7.0,6.0,1.0,5.0,6.0,66.0,4.0,16.0,1.0,-2.302585092994045
900.0,2.0,3.0,2.0,7.0,0.0,58.0,3.0,16.0,0.0,6.802505868263039
51.0,5.0,2.0,4.0,7.0,1.0,41.0,3.0,16.0,0.0,3.933784497209659
0.0,2.0,5.0,2.0,6.0,4.0,35.0,6.0,16.0,0.0,-2.302585092994045
110.0,0.0,3.0,3.0,6.0,1.0,40.0,7.0,16.0,0.0,4.701389043728634
1.0,7.0,4.0,7.0,2.0,0.0,53.0,1.0,16.0,0.0,0.0953101798043249
8.0,5.0,6.0,2.0,6.0,5.0,67.0,6.0,16.0,1.0,2.091864061678393
5.0,5.0,4.0,4.0,6.0,0.0,32.0,5.0,16.0,0.0,1.62924053973028
87.0,4.0,3.0,4.0,6.0,0.0,41.0,4.0,16.0,0.0,4.467056883858457
3.0,1.0,2.0,1.0,6.0,1.0,43.0,7.0,16.0,0.0,1.1314021114911006
51.0,1.0,5.0,3.0,2.0,0.0,65.0,2.0,16.0,0.0,3.933784497209659
350.0,7.0,3.0,3.0,7.0,0.0,60.0,5.0,16.0,0.0,5.85821882796062
3.0,7.0,5.0,3.0,6.0,0.0,77.0,6.0,16.0,0.0,1.1314021114911006
630.0,0.0,6.0,5.0,4.0,1.0,35.0,4.0,16.0,0.0,6.44587853694801
180.0,4.0,6.0,7.0,5.0,1.0,48.0,4.0,16.0,0.0,5.19351225218191
0.0,0.0,6.0,2.0,6.0,6.0,52.0,3.0,16.0,1.0,-2.302585092994045
35.0,7.0,5.0,3.0,6.0,2.0,43.0,7.0,16.0,0.0,3.55820113047182
0.0,7.0,6.0,2.0,6.0,6.0,43.0,5.0,16.0,1.0,-2.302585092994045
0.0,7.0,6.0,2.0,6.0,6.0,67.0,4.0,16.0,1.0,-2.302585092994045
6.0,1.0,4.0,4.0,7.0,0.0,56.0,3.0,16.0,0.0,1.8082887711792652
7300.0,2.0,3.0,3.0,4.0,0.0,62.0,4.0,16.0,0.0,8.895643325672793
2.0,1.0,7.0,7.0,5.0,0.0,62.0,3.0,16.0,0.0,0.7419373447293773
35.0,3.0,3.0,2.0,6.0,1.0,22.0,6.0,16.0,0.0,3.55820113047182
0.0,0.0,2.0,2.0,6.0,1.0,21.0,5.0,16.0,0.0,-2.302585092994045
45.0,3.0,6.0,1.0,6.0,6.0,34.0,3.0,16.0,1.0,3.8088822465086327
0.0,7.0,4.0,3.0,5.0,0.0,70.0,3.0,16.0,0.0,-2.302585092994045
5.0,1.0,3.0,2.0,6.0,2.0,50.0,3.0,16.0,0.0,1.62924053973028
35.0,5.0,6.0,1.0,6.0,6.0,42.0,4.0,16.0,1.0,3.55820113047182
900.0,5.0,6.0,2.0,6.0,6.0,73.0,3.0,16.0,1.0,6.802505868263039
35.0,2.0,3.0,1.0,6.0,0.0,57.0,7.0,16.0,0.0,3.55820113047182
0.0,7.0,6.0,1.0,5.0,6.0,40.0,6.0,16.0,1.0,-2.302585092994045
0.0,2.0,6.0,1.0,6.0,6.0,58.0,6.0,16.0,1.0,-2.302585092994045
11.0,7.0,4.0,6.0,2.0,1.0,62.0,3.0,16.0,0.0,2.4069451083182885
40.0,1.0,3.0,5.0,3.0,1.0,44.0,3.0,17.0,0.0,3.691376334312523
0.0,3.0,5.0,3.0,7.0,6.0,30.0,6.0,17.0,0.0,-2.302585092994045
23.0,7.0,3.0,3.0,7.0,0.0,76.0,5.0,17.0,0.0,3.139832617527748
270.0,3.0,4.0,3.0,3.0,1.0,50.0,4.0,17.0,0.0,5.59879226079857
9.0,1.0,6.0,2.0,5.0,5.0,41.0,4.0,17.0,1.0,2.2082744135228043
0.0,6.0,6.0,3.0,6.0,6.0,77.0,3.0,17.0,1.0,-2.302585092994045
0.0,3.0,6.0,3.0,5.0,6.0,35.0,6.0,17.0,1.0,-2.302585092994045
0.0,7.0,4.0,3.0,4.0,3.0,39.0,4.0,17.0,0.0,-2.302585092994045
2.0,0.0,4.0,2.0,4.0,4.0,72.0,3.0,17.0,1.0,0.7419373447293773
0.0,2.0,6.0,2.0,5.0,6.0,42.0,7.0,17.0,1.0,-2.302585092994045
16.0,7.0,5.0,2.0,6.0,5.0,85.0,2.0,17.0,1.0,2.778819271990417
7300.0,0.0,4.0,2.0,6.0,3.0,79.0,4.0,17.0,0.0,8.895643325672793
0.0,5.0,2.0,3.0,6.0,0.0,39.0,4.0,17.0,0.0,-2.302585092994045
23.0,4.0,6.0,1.0,5.0,6.0,58.0,6.0,17.0,1.0,3.139832617527748
42.0,0.0,4.0,2.0,6.0,5.0,27.0,6.0,17.0,1.0,3.740047740688336
2.0,4.0,4.0,3.0,5.0,1.0,43.0,5.0,17.0,0.0,0.7419373447293773
0.0,0.0,3.0,3.0,6.0,0.0,58.0,4.0,17.0,0.0,-2.302585092994045
42.0,7.0,4.0,3.0,6.0,4.0,28.0,7.0,17.0,1.0,3.740047740688336
470.0,2.0,5.0,3.0,6.0,5.0,27.0,6.0,17.0,0.0,6.152945438030085
42.0,0.0,3.0,6.0,5.0,2.0,40.0,3.0,17.0,0.0,3.740047740688336
0.0,5.0,1.0,3.0,6.0,0.0,43.0,6.0,17.0,0.0,-2.302585092994045
40.0,7.0,5.0,4.0,6.0,5.0,64.0,3.0,17.0,1.0,3.691376334312523
180.0,7.0,2.0,2.0,6.0,0.0,39.0,6.0,17.0,0.0,5.19351225218191
110.0,7.0,4.0,2.0,6.0,4.0,76.0,4.0,17.0,1.0,4.701389043728634
140.0,5.0,3.0,3.0,6.0,0.0,64.0,5.0,17.0,0.0,4.942356453342962
0.0,4.0,4.0,6.0,3.0,2.0,28.0,4.0,17.0,0.0,-2.302585092994045
0.0,2.0,4.0,2.0,6.0,1.0,45.0,3.0,17.0,0.0,-2.302585092994045
190.0,1.0,6.0,2.0,6.0,6.0,22.0,3.0,17.0,1.0,5.247550249494384
35.0,1.0,3.0,3.0,6.0,1.0,27.0,6.0,17.0,0.0,3.55820113047182
45.0,0.0,1.0,2.0,7.0,0.0,31.0,4.0,17.0,0.0,3.8088822465086327
170.0,1.0,2.0,2.0,7.0,0.0,34.0,6.0,17.0,0.0,5.136386499401816
0.0,4.0,2.0,3.0,7.0,0.0,30.0,4.0,17.0,0.0,-2.302585092994045
0.0,2.0,6.0,1.0,6.0,6.0,64.0,3.0,17.0,1.0,-2.302585092994045
35.0,0.0,6.0,1.0,6.0,4.0,36.0,6.0,17.0,1.0,3.55820113047182
5.0,7.0,4.0,3.0,5.0,4.0,31.0,2.0,17.0,1.0,1.62924053973028
350.0,1.0,4.0,3.0,4.0,5.0,37.0,3.0,17.0,1.0,5.85821882796062
4.0,0.0,6.0,4.0,2.0,1.0,48.0,3.0,17.0,0.0,1.410986973710262
70.0,0.0,5.0,7.0,7.0,3.0,41.0,3.0,17.0,0.0,4.249922794040544
8.0,2.0,5.0,2.0,6.0,5.0,25.0,4.0,17.0,1.0,2.091864061678393
12.0,5.0,4.0,2.0,6.0,6.0,82.0,3.0,17.0,1.0,2.4932054526026954
5.0,1.0,6.0,2.0,5.0,4.0,36.0,7.0,17.0,1.0,1.62924053973028
0.0,7.0,6.0,2.0,5.0,1.0,47.0,3.0,17.0,1.0,-2.302585092994045
16.0,6.0,2.0,3.0,6.0,0.0,67.0,4.0,17.0,0.0,2.778819271990417
0.0,0.0,4.0,6.0,2.0,5.0,24.0,4.0,17.0,1.0,-2.302585092994045
9.0,0.0,4.0,5.0,3.0,5.0,33.0,6.0,17.0,1.0,2.2082744135228043
14.0,7.0,4.0,1.0,5.0,1.0,59.0,4.0,17.0,1.0,2.6461747973841225
22.0,7.0,7.0,1.0,6.0,6.0,71.0,4.0,17.0,1.0,3.095577608523707
0.0,7.0,6.0,2.0,5.0,6.0,36.0,3.0,17.0,1.0,-2.302585092994045
1.0,3.0,3.0,3.0,5.0,0.0,41.0,3.0,17.0,0.0,0.0953101798043249
1600.0,5.0,6.0,2.0,6.0,6.0,38.0,6.0,17.0,1.0,7.377821406274829
7300.0,1.0,6.0,3.0,6.0,6.0,32.0,3.0,17.0,1.0,8.895643325672793
19.0,0.0,5.0,6.0,7.0,1.0,32.0,4.0,17.0,0.0,2.9496883350525844
9.0,6.0,5.0,4.0,6.0,0.0,75.0,6.0,17.0,0.0,2.2082744135228043
0.0,7.0,5.0,2.0,4.0,4.0,52.0,3.0,17.0,1.0,-2.302585092994045
1600.0,5.0,2.0,3.0,6.0,0.0,29.0,7.0,17.0,0.0,7.377821406274829
12.0,7.0,3.0,4.0,6.0,0.0,71.0,3.0,17.0,0.0,2.4932054526026954
1.0,0.0,6.0,2.0,5.0,2.0,33.0,6.0,17.0,0.0,0.0953101798043249
0.0,3.0,1.0,2.0,7.0,2.0,67.0,7.0,17.0,0.0,-2.302585092994045
0.0,2.0,6.0,1.0,6.0,6.0,49.0,4.0,17.0,1.0,-2.302585092994045
0.0,0.0,2.0,3.0,5.0,1.0,31.0,7.0,17.0,0.0,-2.302585092994045
9.0,7.0,3.0,4.0,6.0,1.0,53.0,2.0,17.0,0.0,2.2082744135228043
0.0,3.0,2.0,3.0,7.0,0.0,35.0,7.0,17.0,0.0,-2.302585092994045
170.0,7.0,6.0,2.0,6.0,6.0,49.0,7.0,18.0,1.0,5.136386499401816
3.0,7.0,6.0,4.0,4.0,0.0,74.0,3.0,18.0,0.0,1.1314021114911006
14.0,0.0,6.0,1.0,5.0,6.0,29.0,4.0,18.0,1.0,2.6461747973841225
1.0,5.0,2.0,3.0,6.0,0.0,27.0,6.0,18.0,0.0,0.0953101798043249
23.0,5.0,4.0,4.0,6.0,5.0,70.0,4.0,18.0,0.0,3.139832617527748
0.0,0.0,6.0,1.0,6.0,6.0,43.0,6.0,18.0,1.0,-2.302585092994045
1.0,5.0,2.0,3.0,6.0,2.0,47.0,7.0,18.0,0.0,0.0953101798043249
0.0,4.0,4.0,4.0,6.0,0.0,42.0,7.0,18.0,0.0,-2.302585092994045
9.0,0.0,6.0,2.0,5.0,6.0,41.0,6.0,18.0,1.0,2.2082744135228043
130.0,2.0,6.0,4.0,6.0,6.0,37.0,4.0,18.0,1.0,4.86830338551846
5.0,5.0,5.0,5.0,4.0,1.0,61.0,3.0,18.0,0.0,1.62924053973028
4.0,7.0,4.0,2.0,6.0,0.0,84.0,4.0,18.0,0.0,1.410986973710262
2800.0,7.0,5.0,3.0,7.0,0.0,46.0,6.0,18.0,0.0,7.937410409811269
4.0,0.0,4.0,3.0,6.0,5.0,39.0,7.0,18.0,0.0,1.410986973710262
6.0,7.0,2.0,3.0,6.0,0.0,53.0,3.0,18.0,0.0,1.8082887711792652
4.0,7.0,5.0,1.0,6.0,6.0,87.0,6.0,18.0,1.0,1.410986973710262
84.0,2.0,4.0,6.0,2.0,0.0,51.0,3.0,18.0,0.0,4.432006566978902
0.0,0.0,5.0,2.0,5.0,4.0,37.0,5.0,18.0,1.0,-2.302585092994045
9.0,1.0,4.0,3.0,5.0,4.0,37.0,6.0,18.0,1.0,2.2082744135228043
290.0,0.0,5.0,2.0,6.0,6.0,40.0,6.0,18.0,1.0,5.670225691127358
0.0,3.0,4.0,4.0,6.0,2.0,46.0,6.0,18.0,0.0,-2.302585092994045
9.0,7.0,1.0,4.0,1.0,3.0,44.0,3.0,18.0,1.0,2.2082744135228043
0.0,2.0,4.0,3.0,6.0,1.0,37.0,3.0,18.0,0.0,-2.302585092994045
0.0,7.0,4.0,2.0,6.0,2.0,55.0,7.0,18.0,0.0,-2.302585092994045
22.0,0.0,5.0,2.0,5.0,1.0,40.0,6.0,18.0,1.0,3.095577608523707
0.0,5.0,3.0,2.0,6.0,1.0,42.0,7.0,18.0,0.0,-2.302585092994045
640.0,7.0,6.0,2.0,6.0,6.0,40.0,3.0,18.0,1.0,6.461624414147958
10.0,0.0,6.0,2.0,6.0,6.0,32.0,3.0,18.0,1.0,2.312535423847214
4.0,5.0,5.0,2.0,5.0,4.0,58.0,7.0,18.0,1.0,1.410986973710262
0.0,2.0,5.0,1.0,6.0,4.0,37.0,3.0,18.0,1.0,-2.302585092994045
640.0,4.0,4.0,5.0,5.0,5.0,51.0,3.0,18.0,1.0,6.461624414147958
110.0,5.0,3.0,5.0,4.0,5.0,44.0,5.0,18.0,0.0,4.701389043728634
0.0,2.0,4.0,5.0,2.0,0.0,23.0,2.0,18.0,0.0,-2.302585092994045
0.0,2.0,6.0,2.0,6.0,6.0,38.0,3.0,18.0,1.0,-2.302585092994045
67.0,0.0,3.0,4.0,6.0,0.0,42.0,7.0,18.0,0.0,4.206184043977636
520.0,7.0,4.0,2.0,5.0,4.0,60.0,4.0,18.0,1.0,6.254021100779027
0.0,3.0,4.0,3.0,6.0,1.0,34.0,4.0,18.0,0.0,-2.302585092994045
51.0,1.0,6.0,2.0,6.0,6.0,49.0,3.0,18.0,1.0,3.933784497209659
0.0,0.0,4.0,2.0,3.0,4.0,40.0,3.0,18.0,1.0,-2.302585092994045
2800.0,7.0,2.0,2.0,7.0,0.0,23.0,4.0,18.0,0.0,7.937410409811269
110.0,2.0,2.0,3.0,6.0,0.0,47.0,3.0,18.0,0.0,4.701389043728634
7300.0,7.0,4.0,4.0,7.0,0.0,44.0,5.0,18.0,0.0,8.895643325672793
7300.0,5.0,5.0,2.0,6.0,1.0,37.0,7.0,18.0,1.0,8.895643325672793
0.0,2.0,6.0,1.0,6.0,5.0,26.0,5.0,18.0,1.0,-2.302585092994045
16.0,7.0,7.0,6.0,5.0,2.0,51.0,4.0,18.0,0.0,2.778819271990417
140.0,4.0,4.0,4.0,6.0,0.0,69.0,3.0,18.0,0.0,4.942356453342962
54.0,2.0,2.0,2.0,7.0,0.0,36.0,6.0,18.0,0.0,3.990834185852436
2.0,2.0,2.0,3.0,6.0,2.0,28.0,4.0,18.0,0.0,0.7419373447293773
470.0,4.0,5.0,2.0,6.0,5.0,40.0,4.0,19.0,1.0,6.152945438030085
0.0,1.0,6.0,1.0,6.0,5.0,45.0,4.0,19.0,1.0,-2.302585092994045
75.0,3.0,5.0,2.0,5.0,5.0,75.0,6.0,19.0,1.0,4.318820558770089
11.0,2.0,6.0,2.0,5.0,5.0,32.0,6.0,19.0,1.0,2.4069451083182885
0.0,0.0,3.0,2.0,6.0,1.0,27.0,3.0,19.0,0.0,-2.302585092994045
2800.0,6.0,5.0,2.0,5.0,3.0,63.0,6.0,19.0,1.0,7.937410409811269
140.0,1.0,5.0,3.0,6.0,6.0,79.0,7.0,19.0,1.0,4.942356453342962
9.0,7.0,3.0,2.0,6.0,1.0,40.0,6.0,19.0,0.0,2.2082744135228043
7300.0,2.0,4.0,3.0,6.0,1.0,57.0,6.0,19.0,0.0,8.895643325672793
45.0,3.0,3.0,4.0,5.0,1.0,44.0,6.0,19.0,0.0,3.8088822465086327
1600.0,7.0,5.0,2.0,5.0,6.0,78.0,6.0,19.0,1.0,7.377821406274829
9.0,7.0,4.0,5.0,5.0,5.0,58.0,7.0,19.0,0.0,2.2082744135228043
0.0,7.0,2.0,2.0,7.0,1.0,55.0,3.0,19.0,0.0,-2.302585092994045
130.0,4.0,3.0,4.0,6.0,2.0,25.0,6.0,19.0,0.0,4.86830338551846
9.0,0.0,2.0,3.0,6.0,0.0,27.0,7.0,19.0,0.0,2.2082744135228043
3500.0,3.0,4.0,2.0,7.0,2.0,21.0,3.0,19.0,0.0,8.16054681849792
0.0,3.0,6.0,2.0,6.0,5.0,37.0,4.0,19.0,1.0,-2.302585092994045
0.0,0.0,7.0,3.0,4.0,5.0,31.0,3.0,19.0,1.0,-2.302585092994045
35.0,7.0,2.0,4.0,6.0,0.0,85.0,7.0,19.0,0.0,3.55820113047182
900.0,1.0,4.0,2.0,6.0,5.0,33.0,3.0,19.0,0.0,6.802505868263039
27.0,7.0,3.0,7.0,4.0,3.0,63.0,2.0,19.0,1.0,3.299533727885655
900.0,7.0,4.0,4.0,6.0,1.0,51.0,3.0,19.0,0.0,6.802505868263039
0.0,2.0,3.0,5.0,2.0,0.0,46.0,3.0,19.0,0.0,-2.302585092994045
64.0,2.0,5.0,2.0,6.0,6.0,26.0,5.0,19.0,1.0,4.160444363926624
4.0,7.0,3.0,3.0,6.0,0.0,57.0,6.0,19.0,0.0,1.410986973710262
0.0,3.0,4.0,2.0,6.0,1.0,48.0,3.0,19.0,1.0,-2.302585092994045
0.0,2.0,7.0,1.0,5.0,5.0,55.0,3.0,19.0,1.0,-2.302585092994045
53.0,0.0,3.0,6.0,4.0,1.0,37.0,5.0,19.0,0.0,3.972176928247893
290.0,2.0,6.0,2.0,6.0,6.0,39.0,3.0,19.0,1.0,5.670225691127358
15.0,2.0,2.0,3.0,4.0,1.0,24.0,3.0,19.0,1.0,2.714694743820879
0.0,0.0,6.0,3.0,6.0,6.0,30.0,6.0,19.0,1.0,-2.302585092994045
35.0,0.0,3.0,4.0,6.0,1.0,36.0,7.0,19.0,0.0,3.55820113047182
0.0,0.0,5.0,4.0,6.0,4.0,45.0,3.0,19.0,0.0,-2.302585092994045
470.0,1.0,5.0,2.0,6.0,2.0,29.0,3.0,19.0,0.0,6.152945438030085
16.0,7.0,6.0,3.0,6.0,5.0,41.0,4.0,19.0,1.0,2.778819271990417
40.0,1.0,5.0,3.0,5.0,4.0,28.0,5.0,19.0,1.0,3.691376334312523
290.0,7.0,2.0,2.0,7.0,0.0,35.0,4.0,19.0,0.0,5.670225691127358
4.0,7.0,2.0,3.0,6.0,0.0,46.0,4.0,19.0,0.0,1.410986973710262
1.0,7.0,1.0,2.0,7.0,1.0,55.0,4.0,19.0,0.0,0.0953101798043249
140.0,3.0,2.0,3.0,6.0,6.0,65.0,4.0,19.0,0.0,4.942356453342962
110.0,1.0,4.0,2.0,6.0,1.0,22.0,4.0,19.0,0.0,4.701389043728634
0.0,1.0,4.0,4.0,6.0,1.0,41.0,4.0,19.0,0.0,-2.302585092994045
900.0,1.0,2.0,3.0,6.0,2.0,43.0,7.0,19.0,0.0,6.802505868263039
0.0,2.0,4.0,3.0,6.0,0.0,49.0,4.0,19.0,0.0,-2.302585092994045
0.0,4.0,4.0,2.0,5.0,4.0,35.0,7.0,19.0,1.0,-2.302585092994045
51.0,7.0,3.0,3.0,5.0,1.0,80.0,3.0,19.0,0.0,3.933784497209659
71.0,2.0,4.0,6.0,2.0,0.0,57.0,4.0,19.0,0.0,4.264087336809195
900.0,4.0,3.0,3.0,6.0,0.0,48.0,3.0,19.0,0.0,6.802505868263039
83.0,4.0,1.0,4.0,6.0,2.0,43.0,6.0,19.0,0.0,4.420044701861403
360.0,3.0,4.0,4.0,7.0,0.0,34.0,4.0,19.0,0.0,5.88638177065483
180.0,7.0,2.0,2.0,4.0,0.0,44.0,5.0,19.0,0.0,5.19351225218191
1.0,3.0,6.0,1.0,6.0,4.0,49.0,6.0,20.0,1.0,0.0953101798043249
